2001	90821	ESPOSITO, NATALIE R	L
2001	90839	BRODERICK, MICHAEL L	L
2001	90842	BRANCH SR, TOM	L
2001	90843	PINNEY, PAUL E	L
2001	90851	DESAI, KIRAN	L
2001	90857	BROWN, WILLIE B	L
2001	90867	GREENFOGEL, JANE A	L
2001	90877	BIVIANO, LANE J	L
2001	90893	DESIVIERES, DANIEL	L
2001	90919	JONES-ROMERO, DOUGLAS	L
2001	90928	EDGERTON, MARK	L
2001	90930	EDWARDS III, WILLIS	W
2003	11051	ADOLF, JOSEPH A	L
2003	11074	ALBERT, NORMAN W	L
2003	11267	ARNONE, MICHAEL J	L
2003	11325	AZZOLINA, JOE	W
2003	11354	BAER, BYRON M	W
2003	11482	BARRIER, CATHERINE J	L
2003	11636	BENNETT, JOHN O	L
2003	12293	CABANA, DOUGLAS R	L
2003	12799	COLEMAN, BONNIE WATSON	W
2003	12856	CONNORS JR, LEONARD T	W
2003	12861	CONOVER, KIRK	W
2003	12871	COOK, FREDERICK P	L
2003	12955	COULTER, DOLORES J	L
2003	13376	DIGAETANO, PAUL	W
2003	1338	CLEAN & GREEN COALITION	
2003	1339	NEW JERSEY WATER RESOURCES SAFETY COUNCIL	
2003	13556	EAGLER, PETER C	W
2003	13771	FARRAGHER, CLARE M	L
2003	139222	ZANE, RAYMOND J	W
2003	14050	FRISCIA, ARLINE	L
2003	14213	GEIST, GEORGE F	L
2003	14259	GIBSON, JOHN C	W
2003	14304	GINTY, JOHN P	L
2003	14551	GUEAR SR, GARY L	L
2003	14571	GURENLIAN, JOANN R	L
2003	14802	HARTMAN, DONALD	L
2003	14890	HECK, ROSE MARIE	L
2003	15301	IMPREVEDUTO, ANTHONY	W
2003	15309	INZERILLO, LEONARD	L
2003	15579	JONES JR, LEROY J	L
2003	15751	KELLY, JOHN V	L
2003	15785	KENNY JR, BERNARD F	W
2003	16061	LABOY, MARIA	L
2003	16539	MACCORMACK, FRANK	W
2003	16605	MALLET, AMY A	L
2003	17348	MORGAN, ROBERT	W
2003	17356	MORLINO, STEVEN	L
2003	17502	MYERS, CONNIE	W
2003	17659	NOZZA, DANIEL M	L
2003	18	KYRILLOS JR, JOSEPH M	W
2003	18035	PEREZ-CINCIARELLI, ELBA	L
2003	18260	PREVITE, MARY T	W
2003	18514	RHUDY, PHILLIP S	L
2003	19209	SHORE, MURIEL M	W
2003	19395	SMITH, ROBERT	W
2003	19727	SULIGA, JOSEPH S	W
2003	20141	TUCKER, DONALD	W
2003	2076	BLEE, FRANK	W
2003	2078	GREENWALD, LOUIS D	W
2003	2086	ALLEN, DIANE	W
2003	2087	GUSCIORA, REED	W
2003	2089	WISNIEWSKI, JOHN S	W
2003	2090	CARABALLO, WILFREDO	W
2003	2091	STANLEY, CRAIG A	W
2003	2092	STEELE, ALFRED	W
2003	2121	OTOOLE, KEVIN J	W
2003	2123	CARROLL, MICHAEL P	W
2003	281	ASSEMBLY REPUBLICAN MAJORITY OF NEW JERSEY	
2003	282	NEW JERSEY DEMOCRATIC PARTY	
2003	283	SENATE DEMOCRATIC MAJORITY OF NEW JERSEY	
2003	3111	POU, NELLIE	W
2003	3124	CHATZIDAKIS, LARRY	W
2003	3738	DOHERTY, MICHAEL J	W
2003	3739	SIRES, ALBIO	W
2003	3740	GREENSTEIN, LINDA R	W
2003	3741	BURZICHELLI, JOHN J	W
2003	3742	JAMES, SHARPE	W
2003	3968	VAN DREW, JEFF	W
